prev_tx,prev_ty,prev_tz,prev_rx,prev_ry,prev_rz,object_id,camera_id,resolution_id,var_pos_x,var_pos_y,var_pos_z,var_rot_x,var_rot_y,var_rot_z
0.0015263929963111877,1.204331636428833,11.061267852783203,0.3252507686194951,-1.6137927010956357,-0.43343563082783754,0,0,2,0.03167616307836087,0.07824548107137534,0.05909757136298172,0.4702596742012323,0.626278247277519,0.642408874799553
8.925050497055054e-05,1.1971683502197266,11.083681106567383,0.31554400178460307,-1.6205105562295725,-0.4355721842484292,0,0,2,0.03288497299198048,0.08539537309611969,0.06085554998356237,0.46143380365793457,0.6282494958743428,0.6606546261966579
-0.0025496184825897217,1.1903573274612427,11.090401649475098,0.3397831341157067,-1.6300968731688008,-0.4218968856921073,0,0,2,0.032483444678816094,0.08618762389849835,0.061247641780630885,0.42449334817977596,0.624627689856785,0.6764407358274662
-0.0035249013453722,1.1830263137817383,11.100574493408203,0.3445738724078232,-1.5837707645592733,-0.39932446780878134,0,0,2,0.02669431844546918,0.0765538529416633,0.055968227486823764,0.40801992039085466,0.6276600374259164,0.6829846362506354
-0.0018124766647815704,1.1735599040985107,11.097575187683105,0.32091874113165525,-1.5344245950291266,-0.39711300294336366,0,0,2,0.012479262849069063,0.05047810364212543,0.03704468845954948,0.4101582391212269,0.6334500638173477,0.6816555692261025
-0.002996666356921196,1.1547667980194092,10.951675415039062,0.34926758685265774,-1.5979384009520863,-0.376385060003659,0,0,2,0.003357310635060587,0.02509399006813863,0.020195731385645222,0.4376901838932224,0.6327335777104656,0.6733422373694856
-0.003205344080924988,1.1460793018341064,10.97848892211914,0.33442852475988566,-1.5985144772447681,-0.38940309188248523,0,0,2,0.0009693336262177638,0.021447580828638343,0.018339401005661685,0.4347403828450186,0.6136274376240556,0.6559801784737018
-0.006049562245607376,1.1401758193969727,10.982996940612793,0.35008750739338246,-1.5939067236608324,-0.3850604103685195,0,0,2,0.0007563222771279815,0.01827711646082452,0.017905570986378044,0.47332161944506346,0.620554422751582,0.6396042740683553
-0.0005640853196382523,1.1227552890777588,10.973115921020508,0.666678295871138,0.304945256086775,-1.4684100491423744,0,0,2,0.000552899142099541,0.02156402797956557,0.017780275384824434,0.42642420222731603,0.6065350410191984,0.6563012210934521
-0.0073317717760801315,1.1248400211334229,11.009805679321289,0.34947492905201755,-1.5663342134830733,-0.400109883006163,0,0,2,0.004058640561032638,0.0310502232071155,0.02324354251722512,0.4388275760396438,0.6201138560337314,0.6826482342711038
-0.008364254608750343,1.1168147325515747,11.0271577835083,0.35735632582107496,-1.583155600066172,-0.39802007213234725,0,0,2,0.002248959627349724,0.024238619868003033,0.019526449473602936,0.4205183058515278,0.6140066104600441,0.6694760561625114
-0.010480884462594986,1.1080071926116943,11.045523643493652,0.3631839370005116,-1.5504654036703007,-0.3917917014926329,0,0,2,0.0016253614732938042,0.024514786485752327,0.01937831845631694,0.42887241901590417,0.6093631624881309,0.664449970917588
-0.010853029787540436,1.1016684770584106,11.057193756103516,0.3768250963489526,-1.5452006169238823,-0.38535079466174527,0,0,2,0.0018549850977265811,0.023951407023611156,0.01931459112331233,0.4209089811153511,0.6189164931155577,0.6844784706377686
-0.010462688282132149,1.0956968069076538,11.074403762817383,0.36384230827829045,-1.571247164594189,-0.379177743930058,0,0,2,0.003524484331870521,0.02708721982041381,0.02142599087666298,0.4157566431588259,0.6251890374422364,0.6861188622787806
-0.010812338441610336,1.0882222652435303,11.088327407836914,0.36093448921459886,-1.5730082597121235,-0.38117196316023266,0,0,2,0.0011545050920580536,0.022188454254989182,0.0185117961542405,0.436729633596344,0.6197784497500594,0.662167067309529
-0.01135263405740261,1.0799872875213623,11.084207534790039,0.3626364799080054,-1.5777515788977472,-0.39490919399370306,0,0,2,0.0009889497725798294,0.021794817142176307,0.017670025452419538,0.4137841367683982,0.6023378291049588,0.6587072906963375
-0.01127464696764946,1.073106050491333,11.087606430053711,0.3865851040226901,-1.5348055506339155,-0.3903466836963974,0,0,2,0.0027564112823595132,0.026631242474338675,0.02012730693963545,0.4118143093971203,0.6004150160567444,0.682150664163344
-0.01199341006577015,1.067257285118103,11.123955726623535,0.39020852903579983,-1.5373823459998837,-0.38366450263998103,0,0,2,0.0014639888513460003,0.02542018917332484,0.01967305303539712,0.4222992308436175,0.6210836448521987,0.685151741362043
-0.0076760705560445786,1.0516093969345093,11.109962463378906,0.7702321652150174,0.3489222639707167,-1.443031575700219,0,0,2,0.002359832351263692,0.024667412875416926,0.019144308720303854,0.4202287034581744,0.6327772690720235,0.69289217163974
-0.009443000890314579,1.0472360849380493,11.115793228149414,0.7821794093754928,0.37091519704772374,-1.445672797810304,0,0,2,0.0016257733072484483,0.02150154199218672,0.01851179373440091,0.4453249791055418,0.6271701723981302,0.6733327904751231
-0.008062618784606457,1.04054594039917,11.135257720947266,0.7205223274644105,0.32792925923101385,-1.4562266929392818,0,0,2,0.0016645137079401423,0.023990260609414806,0.02026197571442567,0.43811975273382975,0.6348888420490394,0.6935612042595555
-0.01342565007507801,1.042565107345581,11.169456481933594,0.3535141696452649,-1.6158526211869888,-0.37501214028384583,0,0,2,0.0030128884092416298,0.025123803922315405,0.02051142512154837,0.4346813584098244,0.6317810709884907,0.6808525655391063
-0.014751330018043518,1.037414789199829,11.190132141113281,0.3535959545520051,-1.6038329338164066,-0.3870300557614862,0,0,2,0.0012620301232476895,0.022869040065648123,0.019676838438688313,0.4434990854728571,0.6311319296570526,0.6719876346826209
-0.010863272473216057,1.0192941427230835,11.162446022033691,0.7480747448879944,0.345225340367948,-1.4674698402413306,0,0,2,0.00044233023929719464,0.02010939825965081,0.01778966703792744,0.45289294974741046,0.6237575886446816,0.6538366301071539
-0.012078654952347279,1.0133975744247437,11.191875457763672,0.6932412336714968,0.3218207889330558,-1.461473678914991,0,0,2,0.0007358765493163299,0.019954026478707518,0.017365993559299988,0.4556698293775273,0.6324939649294065,0.6639101111656723
-0.012234821915626526,1.0066345930099487,11.199501037597656,0.7019028010433213,0.34268376265647427,-1.468335033505245,0,0,2,0.0028950010091274765,0.026908312888692124,0.02027001188121429,0.4133939272007882,0.6171114008081768,0.6853688730179598
-0.01945451647043228,1.0100266933441162,11.241133689880371,0.3887823959026246,-1.5872866254955702,-0.3614745157629839,0,0,2,0.0019388786790686212,0.025197711036726463,0.0182772960617423,0.4029056717928532,0.6065663740442636,0.6741575683207313
-0.019194969907402992,1.0045833587646484,11.25382137298584,0.3952236741778864,-1.5402614587291108,-0.37211929481134204,0,0,2,0.0016744517423020152,0.02373960914577722,0.017819089148204414,0.39157637315788624,0.6066828690429013,0.6737812454034755
-0.018811438232660294,0.996932864189148,11.252257347106934,0.36656663763783015,-1.5470308261972814,-0.3619788481689892,0,0,2,0.001060261940983372,0.023814231488869905,0.018012523977056206,0.3980699570862549,0.6051325989009197,0.6561265830435657
-0.01882663369178772,0.9916184544563293,11.27202320098877,0.3659367584557984,-1.5146814071066312,-0.37494115578141773,0,0,2,0.0036629984183988635,0.028067153240907552,0.021885771089157072,0.3820330493065669,0.6117651436145034,0.6684504732777313
-0.018848726525902748,0.983817994594574,11.296835899353027,0.3643235055918206,-1.521861719140043,-0.3736542199432704,0,0,2,0.0031461924121717884,0.02683441487724718,0.01970717454892645,0.3789150966227055,0.5986279643961693,0.6669443538877464
-0.018022717908024788,0.9792634844779968,11.30821418762207,0.3829206873872782,-1.5160254918219744,-0.3787540491115696,0,0,2,0.001881162898878722,0.02448730862779627,0.017879419411074144,0.39461347835551525,0.5980784838543766,0.6584545703122902
-0.01738935150206089,0.9718401432037354,11.305620193481445,0.38594722946361815,-1.5194282411129258,-0.37683059584618156,0,0,2,0.0026701518169761976,0.024596938504590035,0.02031412375843151,0.42720723326501175,0.6295403390783997,0.6909760047986797
-0.01883685030043125,0.9666955471038818,11.32815170288086,0.371432142453564,-1.5703704386777757,-0.36579865167753156,0,0,2,0.0021256506452551876,0.02329685178140845,0.01725665498891556,0.3989270646203017,0.608958393685351,0.6858140358460423
-0.0178171768784523,0.9616189002990723,11.336004257202148,0.3647275945922186,-1.5693123574223171,-0.36397996622847717,0,0,2,0.0009558443678361088,0.02167038757637325,0.018328966623172356,0.42300540318216073,0.6224475226512691,0.6717104857061943
-0.011731507256627083,0.9456338286399841,11.314421653747559,0.7528177674506042,0.3089906766976591,-1.4544108444169377,0,0,2,0.001647445602867656,0.018382948447966237,0.015857229509394506,0.43045274849172555,0.6262545663008582,0.6806293842865367
